GEOID,year,median_income,population,median_gross_rent,median_house_value,unemployment_rate_in_pop,poverty_rate,MoveOutNum,MoveInNum,MovesDiff
93544,2015,25773,1145,,205500,0,0.0305676855895196,,,
93550,2015,,75088,992,152600,8.7,0.321968889835926,18,17,-1
93551,2015,35747,50100,1579,262000,6.6,0.0689221556886228,31,31,0
93552,2015,21751,42630,1445,172200,8.3,0.170161857846587,10,6,-4
93553,2015,22308,1784,813,172400,6.7,0.137331838565022,,,
93563,2015,,387,964,283000,0,0.136950904392765,,,
93591,2015,18538,6781,1068,102400,10.1,0.308509069458782,2,4,2
90001,2016,16998,57942,1009,272200,7.6,0.326222774498637,20,14,-6
90002,2016,16172,51826,1035,248200,7.7,0.353143209971829,9,3,-6
90003,2016,16506,70208,1099,268500,8.5,0.349760711030082,12,11,-1
90004,2016,22416,63095,1125,838000,6.2,0.204754734923528,55,41,-14
90005,2016,18573,39338,988,672600,7.2,0.292846611418984,22,27,5
90006,2016,16613,61230,984,469200,8.2,0.285089008655888,32,40,8
90007,2016,12020,41979,1079,421200,6.8,0.419376354844089,43,38,-5
90008,2016,23598,32060,1044,507900,6.6,0.211135371179039,22,19,-3
90010,2016,29583,3524,1656,759400,5.7,0.164869466515323,73,57,-16
90011,2016,15496,104762,1011,294800,5.4,0.38812737442966,31,35,4
90012,2016,16658,32543,1208,432700,2.8,0.238300095258581,55,44,-11
90013,2016,15826,11668,770,476700,7.5,0.448148782996229,74,51,-23
90014,2016,23157,7191,789,403100,6.5,0.390627172854958,71,51,-20
90015,2016,18321,19378,961,560300,6.2,0.380121787594179,147,95,-52
90016,2016,21882,47079,1132,394100,6.2,0.221712440791011,55,39,-16
90017,2016,16610,25772,897,511300,4.6,0.455222722334316,43,89,46
90018,2016,19121,51639,1017,407600,7.4,0.261139836170336,13,13,0
90019,2016,22855,68530,1189,694200,6.1,0.205997373413104,61,55,-6
90020,2016,23774,40170,1164,566500,5.3,0.194822006472492,36,40,4
90021,2016,12193,2954,456,556500,8.6,0.493906567366283,120,95,-25
90022,2016,19357,67191,1000,326400,8.6,0.233052045660877,22,24,2
90023,2016,17189,46611,1009,324900,6.6,0.280427366930553,50,35,-15
90024,2016,20831,49737,1976,1091100,5.1,0.252387558558015,74,64,-10
90025,2016,41467,46520,1724,729100,4.5,0.126203783319003,148,134,-14
90026,2016,25505,67557,1162,647200,6.7,0.222034726231183,58,39,-19
90027,2016,30510,46043,1259,884800,6.9,0.163738244684317,61,64,3
90028,2016,22318,31122,1181,654200,8.1,0.268909453119979,83,73,-10
90029,2016,19394,40242,1056,584100,7.1,0.274886934049004,24,20,-4
90031,2016,16599,38940,1024,396000,6.1,0.277349768875193,30,21,-9
90032,2016,19834,47285,1093,382000,8.1,0.229100137464312,9,8,-1
90033,2016,16148,49156,934,327800,5.5,0.366689722516071,15,18,3
90034,2016,36680,57443,1472,715000,4.7,0.1483905784865,75,55,-20
90035,2016,40282,30582,1749,927800,4.5,0.112778758746975,65,37,-28
90036,2016,46814,37931,1942,1039300,4.8,0.133716485196805,106,101,-5
90037,2016,16030,61451,1003,300100,6.6,0.400709508388798,11,11,0
90038,2016,21587,28155,1103,600300,7.3,0.302752619428166,65,39,-26
90039,2016,36462,28436,1440,681900,5.1,0.0926993951329301,47,42,-5
90040,2016,18697,12812,1029,346000,5.8,0.172026225413675,75,52,-23
90041,2016,26802,28405,1295,611400,5.1,0.106248899841577,28,25,-3
90042,2016,22162,63109,1186,451100,6.7,0.207957660555547,31,22,-9
90043,2016,23087,44328,1043,394300,9,0.202648438909944,18,27,9
90044,2016,16892,90155,988,300300,6.8,0.356807720037713,13,10,-3
90045,2016,37496,41145,1741,774000,5,0.101591930975817,82,96,14
90046,2016,41471,50923,1464,929600,6,0.142843116077215,119,69,-50
90047,2016,21535,48306,1114,322300,8.7,0.211940545687906,28,19,-9
90048,2016,54022,22722,1854,1068100,5.3,0.088944635155356,108,82,-26
90049,2016,62075,35581,1991,1735800,3.9,0.0664680587954245,58,70,12
90056,2016,46035,8118,1537,839800,8,0.0594974131559497,5,11,6
90057,2016,16161,48302,910,363700,6.8,0.352759720094406,30,31,1
90058,2016,12064,2674,547,313600,8.7,0.708676140613313,77,79,2
90059,2016,16334,46027,902,261000,9.8,0.362569795989311,4,8,4
90061,2016,16632,27203,1097,283600,7.2,0.328125574385178,14,10,-4
90062,2016,16967,33690,1053,315000,6.3,0.262273671712674,7,8,1
90063,2016,18715,54142,1037,322600,8.2,0.253573935207418,17,11,-6
90064,2016,50027,27032,1778,974000,2.7,0.0837155963302752,69,92,23
90065,2016,23310,46965,1144,563200,5.9,0.193463217289471,40,38,-2
90066,2016,36167,59258,1501,834900,5.1,0.108812312261636,96,76,-20
90067,2016,68466,2355,2372,1077900,2,0.0747346072186836,44,62,18
90068,2016,53436,21450,1560,1053900,8.1,0.116083916083916,57,45,-12
90069,2016,51416,20435,1631,738100,5.5,0.101149987766088,98,71,-27
90071,2016,,0,,,,,27,47,20
90073,2016,12128,915,,,4.4,0.479781420765027,,,
90077,2016,70625,8912,2418,1657700,2.8,0.0348967684021544,18,17,-1
90079,2016,,0,,,,,15,6,-9
90089,2016,2499,3680,,,8.4,0.00353260869565217,,,
90090,2016,,0,,,,,,,
90094,2016,73481,8072,2624,754000,3.6,0.112735381565907,13,26,13
90095,2016,,0,,,,,,1,
90201,2016,17415,102786,1112,317900,7.2,0.28068024828284,29,19,-10
90210,2016,55358,20957,2274,2000001,3.8,0.09080498162905,93,82,-11
90211,2016,48383,8129,1762,1190000,4.8,0.10800836511256,57,55,-2
90212,2016,55519,12915,2009,1578800,5.5,0.0928377855207124,75,61,-14
90220,2016,20195,51271,1131,248100,8.7,0.217374344171169,35,56,21
90221,2016,18917,53922,1087,275400,8.6,0.26271280738845,28,19,-9
90222,2016,18342,32195,1114,258600,8.3,0.286131386861314,9,8,-1
90230,2016,36696,32692,1553,603900,5.2,0.112106937477059,74,76,2
90232,2016,45330,14810,1546,789400,3.8,0.0906144496961512,67,73,6
90240,2016,30735,26426,1444,487800,3.8,0.054605312949368,18,15,-3
90241,2016,27255,44815,1219,465400,4.8,0.110297891331028,40,29,-11
90242,2016,26922,41982,1294,412600,4.5,0.142537277880997,13,14,1
90245,2016,50221,16901,1638,828300,5.3,0.0821844861250814,62,83,21
90247,2016,23356,47706,1150,367100,5.8,0.191464386031107,27,26,-1
90248,2016,25692,10592,1180,379600,4.6,0.122545317220544,69,73,4
90249,2016,26862,26795,1086,386600,5.1,0.12823287926852,33,39,6
90250,2016,24850,96987,1084,432600,6.4,0.185664058069638,48,47,-1
90254,2016,73197,19726,1963,1166800,3.1,0.0462333975463855,44,19,-25
90255,2016,17139,75770,966,324900,6.7,0.270753596410189,22,11,-11
90260,2016,23458,35569,1350,429900,5.4,0.145857347690405,22,15,-7
90262,2016,18842,71197,1057,311800,6.2,0.233001390508027,16,24,8
90263,2016,5854,1887,,,5.9,0,,,
90265,2016,59103,18394,2736,1641200,4.2,0.0842122431227574,42,38,-4
90266,2016,73145,35573,2232,1537200,3.4,0.0366851263598797,69,43,-26
90270,2016,18064,27575,981,325600,6.2,0.265639165911151,8,6,-2
90272,2016,72380,23151,2530,1841000,2.9,0.0392639626797978,32,34,2
90274,2016,65126,25503,2627,1385800,1.6,0.0493275300944987,28,51,23
90275,2016,53382,42545,2348,1004800,2.3,0.040427782348102,30,46,16
90277,2016,56298,35204,1850,898500,3.6,0.0532325872059993,53,62,9
90278,2016,51771,40582,1721,721800,4.6,0.052067419052782,47,50,3
90280,2016,19691,95219,1012,329000,7.5,0.20257511631082,26,24,-2
90290,2016,53767,5974,1884,913000,7.5,0.0446936725811851,7,12,5
90291,2016,48146,27277,1780,1165900,6.7,0.112145763830333,91,56,-35
90292,2016,61282,22482,2463,810000,4.6,0.138555288675385,94,73,-21
90293,2016,52311,12649,1834,664100,5.4,0.0690963712546446,17,8,-9
90301,2016,21145,36429,1106,306700,8.8,0.207444618298608,44,22,-22
90302,2016,23877,31064,1151,353100,10.9,0.2041591552923,16,14,-2
90303,2016,19683,25134,1135,362100,8.4,0.262473143948436,7,11,4
90304,2016,17653,27008,1021,342500,7.5,0.306575829383886,12,7,-5
90305,2016,31686,15777,1296,385500,7,0.106927806300311,9,11,2
90401,2016,50155,7621,1672,919000,7.2,0.119013252853956,117,57,-60
90402,2016,62006,11410,1875,2000001,5.2,0.0742331288343558,14,15,1
90403,2016,60897,24539,1745,972800,5.2,0.0894086963608949,57,42,-15
90404,2016,36716,22201,1449,723100,7.1,0.151254447997838,115,56,-59
90405,2016,46577,28861,1589,1078800,5.3,0.106060081078272,75,78,3
90501,2016,29067,43405,1239,549900,5.8,0.147909227047575,74,92,18
90502,2016,28811,17855,1407,375800,5.9,0.123718846261551,44,38,-6
90503,2016,40798,44562,1564,664800,3.7,0.0769265293299224,80,54,-26
90504,2016,31881,33609,1359,554500,5.5,0.0863161653128626,21,37,16
90505,2016,43164,37242,1594,764000,3.3,0.0505343429461361,68,91,23
90506,2016,,0,,,,,,,
90601,2016,32236,34169,1256,451100,4.2,0.113172758933536,28,27,-1
90602,2016,22554,26778,1110,453200,4.4,0.156397042348196,26,13,-13
90603,2016,36105,20325,1758,477800,4.5,0.0614022140221402,15,24,9
90604,2016,27182,41371,1287,414800,4.3,0.103454110367165,9,14,5
90605,2016,26603,41305,1358,394000,4.8,0.146398741072509,32,19,-13
90606,2016,24697,32499,1273,361900,4.6,0.108341795132158,11,11,0
90638,2016,29238,49876,1639,448500,4.1,0.0686302029031999,47,35,-12
90640,2016,22445,63461,1158,414000,4.7,0.143190305857141,29,45,16
90650,2016,23618,106360,1384,350600,4.8,0.146511846558857,26,39,13
90660,2016,23421,63684,1229,351300,5.4,0.122307015890962,35,26,-9
90670,2016,27278,16266,1295,371200,2.6,0.10869297922046,99,93,-6
90701,2016,22003,16842,1396,420600,3.1,0.13216957605985,29,15,-14
90703,2016,36885,50442,2176,619300,3.7,0.0557273700487689,67,74,7
90704,2016,27079,3912,1391,680300,3.3,0.125,1,,
90706,2016,25801,77687,1195,367300,5.1,0.168264960675531,35,31,-4
90710,2016,24157,27914,1101,423400,6.5,0.170416278569893,17,9,-8
90712,2016,36424,31722,1544,446900,3.7,0.0671458293928504,17,23,6
90713,2016,36315,28833,1848,466300,4.1,0.0417230256997191,14,9,-5
90715,2016,26321,20064,1443,384200,4.7,0.128738038277512,7,8,1
90716,2016,18662,14383,1160,293100,6.1,0.296600152958354,10,5,-5
90717,2016,31136,21658,1258,523900,5.7,0.133022439745129,21,32,11
90723,2016,20478,54941,1204,283400,5.8,0.219581005078175,36,41,5
90731,2016,25522,61046,1167,467500,7.3,0.201585689480064,42,32,-10
90732,2016,41383,21763,1776,536000,5.6,0.0620318889858935,21,17,-4
90744,2016,19368,57432,1032,333900,5.5,0.272896642986488,21,17,-4
90745,2016,24763,57785,1387,350800,7.2,0.121467508869084,38,41,3
90746,2016,32226,26584,1581,399000,6.9,0.0817408967800181,41,42,1
90747,2016,,0,,,,,,,
90755,2016,31819,11491,1217,444000,5,0.154729788530154,47,27,-20
90802,2016,30200,39873,1092,320400,5.2,0.248238156145763,72,53,-19
90803,2016,51186,31680,1418,747900,4.7,0.0826704545454545,36,50,14
90804,2016,25822,40751,1157,420900,6,0.249294495840593,29,17,-12
90805,2016,21022,95808,1081,324100,9.3,0.238696142284569,27,19,-8
90806,2016,21523,42312,1072,381400,6.1,0.244256948383437,26,27,1
90807,2016,38545,33217,1226,533100,4.3,0.0632808501670831,34,45,11
90808,2016,46883,38637,1560,562600,3.2,0.0493309521960815,35,31,-4
90810,2016,20258,37422,1085,338400,7.2,0.189460745016301,24,20,-4
90813,2016,17576,60997,972,322700,7.8,0.343098840926603,21,26,5
90814,2016,40548,18760,1238,599500,4.8,0.147814498933902,18,21,3
90815,2016,39083,39822,1640,552800,4.2,0.114635126312089,25,34,9
90822,2016,,148,,,0,0,,,
90831,2016,,0,,,,,4,2,-2
91001,2016,33030,37699,1500,615800,4.6,0.104803840950688,28,31,3
91006,2016,36223,32106,1609,838300,3.5,0.0910421728025914,66,65,-1
91007,2016,33097,34619,1405,878300,4.1,0.100696149513273,34,37,3
91008,2016,42563,1203,2300,1448900,1.6,0.0897755610972569,2,,
91010,2016,24308,26000,1415,375500,6.6,0.153153846153846,24,21,-3
91011,2016,60276,20679,2000,1210500,2.4,0.0280961361767977,28,20,-8
91016,2016,30652,41901,1314,558600,6.6,0.0848667096250686,49,59,10
91020,2016,36297,8448,1414,570700,5,0.119791666666667,21,17,-4
91024,2016,48462,11067,1469,861200,3.5,0.0579199421704166,12,8,-4
91030,2016,46893,25905,1464,876900,4.3,0.0902142443543717,36,39,3
91040,2016,31556,19587,1201,458600,4.8,0.146270485526114,14,13,-1
91042,2016,25770,27164,1211,456300,5.8,0.133006920924753,22,31,9
91046,2016,19063,125,1061,,0,0.104,1,,
91101,2016,39807,20761,1419,452300,4.9,0.216222725302249,87,78,-9
91103,2016,22425,28124,1256,598900,4.6,0.189446735883943,37,36,-1
91104,2016,29123,38725,1230,622000,5.6,0.165061329890252,23,30,7
91105,2016,60544,11728,2106,911900,3.8,0.0823669849931787,38,60,22
91106,2016,36412,24875,1485,601600,3.8,0.129688442211055,43,45,2
91107,2016,40551,32027,1438,711400,4.3,0.0967308833172011,68,61,-7
91108,2016,62298,13675,3501,1489700,2.3,0.0751736745886654,19,19,0
91201,2016,22435,23510,1335,639800,7,0.144874521480221,40,13,-27
91202,2016,26762,23219,1531,656100,5.3,0.13234850768767,23,30,7
91203,2016,20451,14051,1359,428600,6.4,0.140345882855313,63,43,-20
91204,2016,16331,17681,1237,435500,6.9,0.218370001696737,41,43,2
91205,2016,18557,37664,1253,467900,6.8,0.215563933729822,26,35,9
91206,2016,25411,34247,1365,650900,5.9,0.150670131690367,33,44,11
91207,2016,36667,10071,1529,858000,4.5,0.08023036441267,18,11,-7
91208,2016,50183,17180,1633,759700,2.9,0.0687427240977881,29,23,-6
91210,2016,93359,886,2995,578700,0,0.22234762979684,6,8,2
91214,2016,39712,30935,1662,640300,3.4,0.0496524971714886,28,37,9
91301,2016,43485,26007,2025,706400,3.2,0.0544084285000192,66,74,8
91302,2016,50023,25906,2176,1073500,3.7,0.0780514166602331,47,77,30
91303,2016,22781,29668,1287,366600,4.8,0.225091007145746,55,30,-25
91304,2016,25192,52846,1289,492300,4.6,0.163569617378799,44,64,20
91306,2016,24423,49043,1212,416600,5.7,0.146606039597904,21,15,-6
91307,2016,40973,26703,2576,578600,5,0.0580459124442946,27,34,7
91311,2016,32992,38479,1567,489100,4,0.0856051352685881,93,104,11
91316,2016,35805,29485,1459,607200,7.2,0.143801933186366,50,48,-2
91321,2016,24748,34664,1399,380300,6.3,0.157483267943688,34,32,-2
91324,2016,27634,29689,1535,497700,3.7,0.158173060729563,55,50,-5
91325,2016,28187,33558,1356,555100,4.5,0.173431074557483,24,23,-1
91326,2016,42421,36168,1820,648400,3.7,0.0616567131165671,24,30,6
91330,2016,3320,3328,,,17.2,0,,,
91331,2016,19974,101536,1315,329800,7.7,0.197890403403719,32,32,0
91335,2016,23031,80161,1249,389200,4.6,0.204675590374372,55,45,-10
91340,2016,21696,35681,1217,338400,5.5,0.175051147669628,26,17,-9
91342,2016,24227,95222,1389,365200,5,0.15719056520552,51,53,2
91343,2016,22857,64323,1183,427600,6.2,0.22674626494411,25,39,14
91344,2016,31749,53290,1621,506900,4.9,0.0731094013886283,43,41,-2
91345,2016,24868,18763,1430,360000,6.4,0.106166391302031,13,15,2
91350,2016,39656,37400,1749,432300,5,0.0564438502673797,28,48,20
91351,2016,30724,33247,1510,339000,6.1,0.127500225584263,27,27,0
91352,2016,20863,47079,1232,381300,6,0.198474903884959,60,65,5
91354,2016,54669,30058,2153,494800,5.2,0.0459445072859139,22,35,13
91355,2016,45731,33129,1786,458400,4.4,0.0606115487941079,94,86,-8
91356,2016,32380,29728,1363,781700,4,0.105153390742734,59,57,-2
91364,2016,44602,27607,1964,699400,4.6,0.0709964863983772,97,96,-1
91367,2016,46054,42319,1841,593900,4.6,0.0944020416361445,113,104,-9
91371,2016,,0,,,,,,,
91381,2016,54961,20790,1848,616900,5.5,0.0573833573833574,18,21,3
91384,2016,30393,29676,1266,420000,4.1,0.0632497641191535,12,13,1
91387,2016,36665,44106,1698,414100,5.5,0.0928218382986442,26,29,3
91390,2016,41831,20546,1785,508100,4.5,0.0582595152341088,23,20,-3
91401,2016,23992,41019,1212,568100,5.9,0.221409590677491,47,57,10
91402,2016,19394,71765,1128,317100,7.5,0.270480039016234,26,14,-12
91403,2016,46322,24579,1591,804900,7.4,0.0724602302778795,64,74,10
91405,2016,19938,54356,1110,387100,7.5,0.250183972330561,50,45,-5
91406,2016,24176,55385,1193,424100,6.4,0.195847251060757,89,82,-7
91411,2016,25255,25290,1197,524500,8.4,0.205970739422697,28,30,2
91423,2016,44759,34140,1614,803400,6.3,0.081693028705331,78,48,-30
91436,2016,61363,14353,2189,1062800,3.1,0.0385982024663833,59,58,-1
91501,2016,28490,20110,1468,651900,7.9,0.151815017404276,17,27,10
91502,2016,20991,12080,1281,395600,6.5,0.196440397350993,59,47,-12
91504,2016,36003,26833,1399,607500,5.3,0.0876905303171468,35,41,6
91505,2016,38979,30985,1627,594400,5.5,0.0984992738421817,63,90,27
91506,2016,38716,18125,1324,609100,3.7,0.0880551724137931,43,30,-13
91601,2016,27003,39318,1289,498500,7.2,0.217610254845109,53,38,-15
91602,2016,42971,18615,1499,665700,7.7,0.108299758259468,40,27,-13
91604,2016,52840,30386,1724,918600,7.7,0.061673138945567,70,57,-13
91605,2016,19859,55377,1157,385100,6.4,0.232027737147191,56,51,-5
91606,2016,21355,45040,1159,426200,6.3,0.209214031971581,36,25,-11
91607,2016,31846,31405,1340,656300,7.7,0.113612482088839,40,43,3
91608,2016,,0,,,,,4,4,0
91702,2016,21024,61968,1295,339700,5.4,0.138394009811516,40,35,-5
91706,2016,20519,77667,1278,333900,5.4,0.158149535838902,46,41,-5
91711,2016,31939,36957,1427,579800,3.9,0.0883188570500852,29,32,3
91722,2016,27043,35407,1371,367700,6.3,0.0902928799389951,15,16,1
91723,2016,27617,19258,1262,406500,5.3,0.114965209263683,27,18,-9
91724,2016,31452,26190,1428,453600,6.8,0.10389461626575,30,32,2
91731,2016,17511,30179,1034,383800,5.8,0.243414294708241,40,24,-16
91732,2016,20271,62855,1171,374400,5.8,0.21923474663909,15,19,4
91733,2016,19136,44622,1130,363600,3.7,0.228878131863206,53,45,-8
91740,2016,27313,26555,1383,413700,7.2,0.107023159480324,25,27,2
91741,2016,35231,25780,1612,594700,5.5,0.0793638479441428,27,31,4
91744,2016,20772,86638,1243,338600,5.8,0.144393914910317,34,31,-3
91745,2016,31161,54043,1713,517900,3.6,0.0874303795126103,52,60,8
91746,2016,20548,31319,1317,350300,7,0.13768000255436,44,31,-13
91748,2016,26152,46565,1430,530200,3.1,0.123977236121551,84,68,-16
91750,2016,32156,34156,1408,507000,4,0.0784927977514931,27,27,0
91754,2016,25433,33514,1211,539600,3.7,0.152622784507967,47,46,-1
91755,2016,20509,27487,1279,523700,5.1,0.180012369483756,10,16,6
91765,2016,35589,47493,1841,596700,4.4,0.058366496115217,45,67,22
91766,2016,20118,72100,1214,314600,6.3,0.207128987517337,33,27,-6
91767,2016,21516,49483,1168,314000,6.8,0.203120263524847,22,20,-2
91768,2016,16801,36365,1118,287600,8.1,0.218589302901141,30,25,-5
91770,2016,19252,63552,1210,447900,4.9,0.193038771399799,35,27,-8
91773,2016,35112,34222,1595,481100,4.3,0.0747764595873999,31,45,14
91775,2016,31982,25389,1361,683600,2.4,0.0809405648115326,24,16,-8
91776,2016,21418,37843,1283,548900,4.1,0.151415056945802,47,28,-19
91780,2016,27525,35674,1290,627200,4.1,0.117172170207995,28,20,-8
91789,2016,34384,43973,1996,654700,4.2,0.0709753712505401,92,67,-25
91790,2016,24572,46374,1380,414100,6.5,0.0946435502652348,20,23,3
91791,2016,29204,33484,1394,487600,5.6,0.088042049934297,22,29,7
91792,2016,28126,29493,1539,398800,7.2,0.134167429559557,19,16,-3
91801,2016,24326,55265,1248,501400,4,0.166651587804216,47,36,-11
91803,2016,23958,29502,1203,539400,3.1,0.12751677852349,24,26,2
93510,2016,35316,7594,1675,457000,6.7,0.0684751119304714,11,19,8
93532,2016,29875,2681,1107,216000,4.5,0.153674002237971,2,,
93534,2016,23662,38994,965,147600,6.1,0.273913935477253,41,32,-9
93535,2016,25040,73948,1117,138500,5,0.295599610537134,15,26,11
93536,2016,34563,70969,1264,244000,4.1,0.140455691921825,38,31,-7
93543,2016,21808,13780,1307,170600,6.4,0.225253991291727,3,1,-2
93544,2016,26181,1021,,201100,0,0.00979431929480901,2,,
93550,2016,19188,75624,993,163300,7.5,0.3204273775521,39,27,-12
93551,2016,38081,51023,1589,285800,5.7,0.0677145601003469,28,43,15
93552,2016,22875,41128,1485,189900,6.8,0.147806846916942,14,13,-1
93553,2016,34028,1882,720,204700,4.6,0.103613177470776,,,
93563,2016,32438,413,967,278800,0,0.0944309927360775,,1,
93591,2016,16069,6508,1101,131300,9.9,0.31960663798402,1,2,1
90001,2017,18256,58738,1051,305500,6.9,0.317579760972454,21,16,-5
90002,2017,16982,52856,1074,272400,7,0.336669441501438,6,5,-1
90003,2017,17442,70490,1133,300700,7.6,0.329294935451837,15,12,-3
90004,2017,23238,62733,1177,918500,5.1,0.191047773898905,47,39,-8
90005,2017,19808,39562,1060,713400,6.3,0.285627622466003,26,30,4
90006,2017,17113,62329,1030,530500,6.9,0.284297838887195,36,40,4
90007,2017,12304,41221,1111,523500,6.8,0.400596783193033,35,32,-3
90008,2017,24323,32359,1097,566000,6.6,0.222720108779629,21,28,7
90010,2017,26629,3759,1692,816300,5,0.142325086459165,59,56,-3
90011,2017,16463,108051,1074,328500,5.1,0.359450629795189,35,31,-4
90012,2017,18197,33783,1327,465100,3.2,0.222922771808306,56,41,-15
90013,2017,17995,11957,810,531900,7,0.444760391402526,88,58,-30
90014,2017,30948,7408,1550,417200,5.3,0.345572354211663,58,43,-15
90015,2017,19957,20187,1064,617400,5.4,0.367216525486699,121,101,-20
90016,2017,22988,46303,1163,458100,5.1,0.221043992829838,54,40,-14
90017,2017,17220,26390,951,589300,4.4,0.421485411140584,64,87,23
90018,2017,20109,52287,1050,454900,6.6,0.246696119494329,19,17,-2
90019,2017,24973,67415,1245,774600,4.9,0.184439664763035,54,55,1
90020,2017,25026,39191,1221,623200,5.5,0.181750912199229,28,25,-3
90021,2017,12442,3158,473,915000,7.2,0.484483850538315,121,90,-31
90022,2017,20021,67446,1022,349600,8,0.227826705809092,18,16,-2
90023,2017,18366,47229,1034,355200,5.5,0.260771983315336,47,44,-3
90024,2017,20620,49718,2068,1098000,4.9,0.255742387063036,79,57,-22
90025,2017,42856,47453,1808,756200,4.5,0.122184055802584,125,126,1
90026,2017,26511,68609,1213,715100,5.7,0.212668891836348,65,31,-34
90027,2017,32399,45616,1324,959600,5.8,0.150824272185198,67,54,-13
90028,2017,25606,31054,1273,649200,8.4,0.239840278225027,67,57,-10
90029,2017,20682,38843,1104,608000,6,0.240944314290863,28,15,-13
90031,2017,17882,39103,1072,432800,5.3,0.246042503132752,17,21,4
90032,2017,20532,47766,1120,419900,6.5,0.210002930955073,12,14,2
90033,2017,17595,48841,980,356900,4.2,0.343502385291046,10,15,5
90034,2017,40486,56070,1566,780200,4,0.131603352951668,70,40,-30
90035,2017,41488,29920,1815,961200,3.8,0.113068181818182,57,40,-17
90036,2017,48464,38116,2055,1153400,4.5,0.117667121418827,95,75,-20
90037,2017,16950,63238,1031,326400,6.1,0.369413959960783,10,16,6
90038,2017,22542,27957,1161,674300,5.9,0.284579890546196,53,37,-16
90039,2017,35880,29092,1535,717800,5.2,0.10109308400935,44,47,3
90040,2017,19471,12925,1056,356600,5.8,0.161547388781431,52,64,12
90041,2017,29262,28651,1338,647700,4.3,0.101287913161844,36,21,-15
90042,2017,24216,63788,1216,500300,5.6,0.193735498839907,24,28,4
90043,2017,23651,44571,1070,438200,8,0.210899463776895,25,18,-7
90044,2017,18457,94680,1031,326600,5.7,0.344275454161386,13,12,-1
90045,2017,39456,41420,1842,840800,4.4,0.0950748430709802,80,64,-16
90046,2017,42413,51615,1517,1047200,5.3,0.132655235881042,86,72,-14
90047,2017,22165,48491,1157,351500,7.5,0.19921222494896,18,11,-7
90048,2017,55813,22860,1997,1078000,4.7,0.0849518810148731,119,77,-42
90049,2017,62444,36362,2108,1914900,3.5,0.0731257906605797,55,61,6
90056,2017,49560,8014,1601,864600,7,0.0696281507362116,9,11,2
90057,2017,16411,49389,957,378300,6.2,0.343416550243981,20,12,-8
90058,2017,15470,3189,590,321700,6.5,0.556287237378489,73,88,15
90059,2017,17095,47351,946,286700,7.8,0.342210301788769,5,6,1
90061,2017,17419,28003,1147,298200,4.7,0.308324108131272,19,19,0
90062,2017,19418,33627,1118,357600,5.3,0.231242751360514,9,2,-7
90063,2017,20423,53556,1073,350400,7,0.22389648218687,12,7,-5
90064,2017,51982,26007,1871,1052100,2.5,0.0905140923597493,76,99,23
90065,2017,24656,48420,1187,604600,5.9,0.176042957455597,43,37,-6
90066,2017,37996,59747,1612,911400,4.9,0.106030428306024,64,84,20
90067,2017,69444,2235,2442,1066900,1.4,0.0483221476510067,43,67,24
90068,2017,54920,21726,1654,1121600,7.4,0.103010218171776,55,39,-16
90069,2017,53092,20401,1724,777600,4.8,0.0973481692073918,96,71,-25
90071,2017,,0,,,,,22,42,20
90073,2017,12557,944,,,6,0.488347457627119,1,,
90077,2017,80191,8936,2371,1744400,2.6,0.0416293643688451,7,16,9
90079,2017,,0,,,,,7,7,0
90089,2017,2499,3846,,,9.6,0.00390015600624025,1,,
90090,2017,,0,,,,,,,
90094,2017,86445,8568,2751,889100,2.6,0.1046918767507,10,26,16
90095,2017,,0,,,,,1,,
90201,2017,18191,102878,1140,348600,5.9,0.2791170123836,24,27,3
90210,2017,63357,20016,2383,2000001,3,0.0765887290167866,94,49,-45
90211,2017,50641,8019,1819,1242300,4.2,0.104875919690735,58,65,7
90212,2017,59743,13207,2013,1641000,3.6,0.0935867343075642,74,71,-3
90220,2017,21627,51713,1154,266700,6.9,0.194090460812562,16,38,22
90221,2017,20174,54259,1135,301500,7.6,0.235555391732247,13,17,4
90222,2017,19063,32585,1151,289700,7,0.263004449900261,12,7,-5
90230,2017,40444,32657,1621,658500,4.4,0.111645282787764,60,50,-10
90232,2017,45800,14865,1657,896700,2.6,0.0941136898755466,79,48,-31
90240,2017,31764,26339,1469,530800,3.5,0.0627206803599226,19,22,3
90241,2017,27989,44097,1246,496300,4.2,0.109826065265211,43,36,-7
90242,2017,27393,42922,1336,447000,4.5,0.128116117608686,13,16,3
90245,2017,47477,16929,1681,875600,4.6,0.0870104554315081,54,63,9
90247,2017,23582,47969,1168,397000,5.5,0.194584002168067,35,18,-17
90248,2017,27950,10899,1219,424900,4.2,0.110835856500596,74,62,-12
90249,2017,27549,26286,1144,420000,4,0.124438864794948,19,25,6
90250,2017,25366,97371,1140,466200,6.3,0.16305676228035,41,37,-4
90254,2017,73303,19750,2035,1220500,2.8,0.0470379746835443,41,21,-20
90255,2017,18191,75636,992,357800,5.6,0.259281294621609,20,16,-4
90260,2017,23872,35614,1365,450200,4.6,0.146599651822317,13,19,6
90262,2017,20044,71306,1123,345000,5.6,0.218551033573612,11,7,-4
90263,2017,6811,1868,,,6.2,0,,,
90265,2017,58861,18119,2579,1692300,3.3,0.079640156741542,27,29,2
90266,2017,72267,35698,2393,1694900,3.3,0.0382374362709395,47,55,8
90270,2017,18684,27597,1000,350800,6.2,0.257817878754937,10,4,-6
